CODE,NAME OF STOCK,SALES RECORD
,,"27,800,000-0.087 27,800,000-0.087 27,800,000-0.087"
,,"27,800,000-0.087 29,000,000-0.086 29,000,000-0.086 ]/-//"
,,[ ]< >
26742,HT-AIA @EC1903A,"< >[ 2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265"
,,"2,000,000-0.265 2,000,000-0.265 2,000,000-0.265 ]/-//[ ]"
,,< >
26813,JP-HSI @EP1902D,"< >[ 20,000,000-0.085 10,000,000-0.085 19,980,000-0.085"
,,"19,510,000-0.085 10,000,000-0.085 19,020,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 19,510,000-0.085"
,,"20,000,000-0.085 19,510,000-0.085 10,000,000-0.085"
,,"19,430,000-0.086 10,000,000-0.086 10,000,000-0.086"
,,"20,000,000-0.083 10,000,000-0.083 20,000,000-0.083"
,,"19,510,000-0.083 20,000,000-0.083 20,000,000-0.083"
,,"18,600,000-0.084 10,000,000-0.085 10,000,000-0.085"
,,"10,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"10,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 19,510,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"10,000,000-0.085 10,000,000-0.085 10,000,000-0.085"
,,"10,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"19,510,000-0.085 20,000,000-0.085 10,000,000-0.085"
,,"20,000,000-0.085 20,000,000-0.085 10,000,000-0.085"
,,"20,000,000-0.085 10,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 10,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 10,000,000-0.085 20,000,000-0.085"
,,"20,000,000-0.085 10,000,000-0.085 10,000,000-0.085"
,,"10,000,000-0.085 20,000,000-0.085 18,610,000-0.085"
,,"10,000,000-0.085 20,000,000-0.085 10,000,000-0.085"
,,"20,000,000-0.085 10,000,000-0.085 10,000,000-0.085"
,,"10,000,000-0.085 20,000,000-0.085 20,000,000-0.085"
,,"10,000,000-0.085 10,000,000-0.085 10,000,000-0.085"
,,"9,500,000-0.085 20,000,000-0.085 10,000,000-0.084"
,,"10,000,000-0.084 10,000,000-0.084 10,000,000-0.084"
,,"10,000,000-0.084 10,000,000-0.084 10,000,000-0.084"
,,"7,210,000-0.084 20,000,000-0.084 10,000,000-0.084"
,,"10,000,000-0.084 10,000,000-0.084 10,000,000-0.084"
,,"10,000,000-0.084 10,000,000-0.084 10,000,000-0.084"
,,"10,000,000-0.084 19,500,000-0.084 11,700,000-0.084"
,,"6,000,000-0.084 6,000,000-0.084 20,000,000-0.084"
,,"10,000,000-0.084 10,000,000-0.085 9,900,000-0.085"
,,"13,470,000-0.084 ]/-//[ 9,280,000-0.086"
,,"10,050,000-0.086 ]< >"
27054,JPTENCT@EC1901F,"< >[ ]/-//[ 2,000,000-0.295 ]< >"
27126,BPTENCT@EC1905A,"< >[ 6,000,000-0.22 ]/-//[ 6,000,000-0.214 ]< >"
27174,HTGEELY@EC1904B,"< >[ ]/-//[ 4,000,000-0.168 4,000,000-0.168"
,,"4,000,000-0.168 4,000,000-0.168 4,000,000-0.168"
,,"4,000,000-0.168 4,000,000-0.168 4,000,000-0.168"
,,"4,000,000-0.168 4,000,000-0.168 4,000,000-0.168"
,,"4,000,000-0.168 4,000,000-0.168 4,000,000-0.168"
,,"4,000,000-0.168 4,000,000-0.168 4,000,000-0.168"
,,"3,000,000-0.168 ]< >"
27236,SGTENCT@EC1902E,"< >[ 10,000,000-0.229 ]/-//[ ]< >"
27253,UBTENCT@EC1901F,"< >[ ]/-//[ 2,000,000-0.31 2,000,000-0.31 ]< >"
27271,GSTENCT@EC1902C,"< >[ 3,670,000-0.155 ]/-//[ ]< >"
27272,GSTENCT@EP1901J,"< >[ 10,000,000-0.119 ]/-//[ 10,920,000-0.112 ]< >"
27388,SGLENOV@EC1906A,"< >[ 800,000-0.65 800,000-0.67 800,000-0.65 ]/-//[ ]< >"
27519,JP-HSBC@EP1902B,"/-//< >[ ][ 12,000,000-0.07 ]< >"
27748,JP-HKEX@EC1906C,"< >[ 10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"10,000,000-0.132 10,000,000-0.132 10,000,000-0.132"
,,"5,000,000-0.132 5,000,000-0.132 10,000,000-0.132"
,,"29,800,000-0.132 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 20,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 5,000,000-0.131"
,,"5,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 20,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 20,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 20,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,000,000-0.131"
,,"10,000,000-0.131 10,000,000-0.131 10,010,000-0.131"
,,"10,000,000-0.13 10,000,000-0.13 10,000,000-0.13"
,,"10,000,000-0.13 10,000,000-0.13 10,000,000-0.13"
,,"20,000,000-0.13 10,000,000-0.13 10,000,000-0.13"
,,"10,000,000-0.13 20,010,000-0.13 9,990,000-0.13"
,,"9,990,000-0.13 10,000,000-0.13 20,000,000-0.13"
,,"20,000,000-0.13 10,000,000-0.129 20,000,000-0.129"
,,"5,000,000-0.129 10,000,000-0.129 10,000,000-0.129"
,,"10,000,000-0.129 10,000,000-0.129 10,000,000-0.129"
,,"10,000,000-0.129 10,000,000-0.129 5,000,000-0.129"
,,"5,000,000-0.129 5,000,000-0.129 5,000,000-0.129"
,,"10,000,000-0.129 10,000,000-0.129 5,000,000-0.129"
,,"5,000,000-0.129 10,000,000-0.129 10,000,000-0.129"
,,"5,000,000-0.129 5,000,000-0.129 10,000,000-0.129"
,,"5,000,000-0.129 5,020,000-0.129 6,180,000-0.129"
,,"10,000,000-0.129 20,000,000-0.129 10,000,000-0.129"
,,"27,040,000-0.129 20,000,000-0.129 10,000,000-0.129"
,,"5,000,000-0.129 10,000,000-0.129 10,000,000-0.129"
,,"5,000,000-0.129 14,230,000-0.13 10,000,000-0.13"
,,"5,770,000-0.13 4,080,000-0.13 5,000,000-0.13"
,,"10,000,000-0.135 10,000,000-0.135 10,000,000-0.135"
,,"10,000,000-0.135 10,000,000-0.135 10,000,000-0.135"
,,"10,000,000-0.135 10,000,000-0.135 10,000,000-0.135"
,,"10,000,000-0.135 5,000,000-0.135 4,950,000-0.135"
,,"10,000,000-0.135 10,000,000-0.135 10,000,000-0.135"
,,"30,000,000-0.135 10,000,000-0.135 20,000,000-0.135"
,,"10,000,000-0.134 10,000,000-0.134 9,860,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 10,010,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 10,000,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 10,000,000-0.134"
,,"10,000,000-0.134 5,000,000-0.134 5,000,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 5,000,000-0.134"
,,"5,000,000-0.134 10,000,000-0.134 12,000,000-0.134"
,,"10,000,000-0.134 20,020,000-0.134 10,000,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 5,000,000-0.134"
,,"5,000,000-0.134 10,000,000-0.134 10,000,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 10,000,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 10,000,000-0.134"
,,"10,000,000-0.134 20,000,000-0.134 10,000,000-0.134"
,,"10,000,000-0.134 10,000,000-0.134 10,000,000-0.134"
,,"5,000,000-0.134 5,000,000-0.134 5,000,000-0.134"
,,"5,000,000-0.134 8,910,000-0.135 ]/-//[ ]< >"
27871,UB-HKEX@EC1906C,"< >[ 29,990,000-0.132 29,990,000-0.132 29,990,000-0.133"
,,"29,990,000-0.133 30,000,000-0.133 30,000,000-0.133"
,,"29,990,000-0.133 29,990,000-0.133 30,000,000-0.133"
,,"30,000,000-0.133 30,000,000-0.133 30,000,000-0.133"
,,"30,000,000-0.133 29,990,000-0.133 29,990,000-0.133"
,,"29,990,000-0.133 29,990,000-0.133 30,000,000-0.133"
,,"29,990,000-0.133 30,000,000-0.133 29,790,000-0.133"
,,"30,000,000-0.133 30,000,000-0.133 29,990,000-0.133"
,,"30,000,000-0.133 30,000,000-0.133 29,990,000-0.133"
,,"29,810,000-0.133 29,200,000-0.133 29,990,000-0.133"
,,"29,990,000-0.133 30,000,000-0.133 30,000,000-0.133 ]/-//"
,,[ ]< >
27874,CSPINAN@EC1903A,"< >[ 6,000,000-0.265 2,000,000-0.27 3,000,000-0.265"
,,"6,000,000-0.27 6,000,000-0.27 6,000,000-0.28"
,,"5,400,000-0.28 6,000,000-0.29 3,000,000-0.29"
,,"3,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"5,400,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 10,000,000-0.29"
,,"2,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 6,000,000-0.29"
,,"6,000,000-0.29 6,000,000-0.29 ]/-//[ 6,000,000-0.28"
,,"6,000,000-0.28 6,000,000-0.28 4,000,000-0.28"
,,"6,000,000-0.28 7,000,000-0.28 6,000,000-0.27"
,,"6,000,000-0.27 6,000,000-0.27 4,000,000-0.27 ]< >"
27926,UB-HSI @EP1904C,"< >[ 6,930,000-0.122 6,930,000-0.122 6,930,000-0.122"
,,"6,930,000-0.122 6,930,000-0.122 6,020,000-0.122 ]/-//[ ]"
,,< >
28003,JP-HSI @EP1904D,"< >[ 20,000,000-0.112 20,000,000-0.112 20,000,000-0.112"
,,"20,000,000-0.112 20,000,000-0.112 20,000,000-0.112"
,,"19,510,000-0.112 20,000,000-0.112 20,000,000-0.112"
,,"10,000,000-0.112 5,000,000-0.112 5,000,000-0.112"
,,"10,000,000-0.112 5,000,000-0.112 5,000,000-0.112"
,,"10,000,000-0.112 5,000,000-0.112 5,000,000-0.112"
,,"18,300,000-0.112 ]/-//[ ]< >"
28312,JPTENCT@EP1903E,"< >[ 10,000,000-0.117 10,000,000-0.117 ]/-//["
,,"6,580,000-0.12 ]< >"
28341,SGTENCT@EC1903C,"< >[ 27,800,000-0.178 27,120,000-0.178 27,800,000-0.178"
,,"27,660,000-0.178 27,180,000-0.178 26,680,000-0.177"
,,"27,530,000-0.181 27,540,000-0.181 27,540,000-0.181"
,,"27,090,000-0.181 27,540,000-0.179 27,510,000-0.179"
,,"27,020,000-0.179 27,050,000-0.179 27,050,000-0.179"
,,"27,050,000-0.179 27,050,000-0.179 26,890,000-0.179"
,,"26,960,000-0.18 27,050,000-0.177 27,700,000-0.176"
,,"27,660,000-0.176 27,800,000-0.176 27,800,000-0.176"
,,"27,800,000-0.176 27,800,000-0.176 27,800,000-0.176"
,,"27,800,000-0.176 27,800,000-0.177 27,800,000-0.177"
,,"27,800,000-0.177 27,800,000-0.177 27,800,000-0.177"
,,"27,800,000-0.177 27,120,000-0.177 26,920,000-0.177"
,,"27,700,000-0.178 25,830,000-0.178 27,700,000-0.178"
,,"27,700,000-0.178 27,600,000-0.178 27,600,000-0.178"
,,"27,600,000-0.178 27,420,000-0.178 27,600,000-0.178"
,,"26,800,000-0.178 27,780,000-0.175 27,800,000-0.175"
,,"27,800,000-0.175 27,800,000-0.176 27,800,000-0.176"
,,"27,800,000-0.175 27,800,000-0.173 27,800,000-0.17"
,,"27,800,000-0.169 27,800,000-0.17 25,200,000-0.165"
,,"25,200,000-0.167 27,000,000-0.167 27,000,000-0.167"
,,"27,000,000-0.167 27,000,000-0.168 25,290,000-0.166"
,,"25,290,000-0.167 27,000,000-0.167 27,000,000-0.167"
,,"27,000,000-0.169 26,950,000-0.169 27,000,000-0.169"
,,"26,950,000-0.169 27,000,000-0.169 26,780,000-0.17"
,,"27,500,000-0.173 27,140,000-0.174 27,000,000-0.174"
,,"27,310,000-0.174 27,360,000-0.174 27,360,000-0.174"
,,"26,000,000-0.169 26,000,000-0.169 27,000,000-0.168"
,,"27,000,000-0.168 26,000,000-0.168 26,000,000-0.168"
,,"26,000,000-0.168 26,000,000-0.168 26,000,000-0.168"
,,"26,000,000-0.168 26,000,000-0.168 26,000,000-0.168"
,,"26,000,000-0.168 26,000,000-0.168 26,000,000-0.169"
,,"26,000,000-0.169 26,000,000-0.169 26,000,000-0.169"
,,"26,000,000-0.169 26,000,000-0.169 26,000,000-0.169"
,,"26,000,000-0.169 26,000,000-0.169 26,000,000-0.169"
,,"26,000,000-0.167 26,000,000-0.167 26,000,000-0.167"
,,"26,000,000-0.167 26,000,000-0.167 26,000,000-0.167 ]/-//"
,,"[ 26,000,000-0.159 26,000,000-0.159 26,000,000-0.16"
,,"26,000,000-0.16 26,000,000-0.16 26,000,000-0.16"
,,"26,000,000-0.16 26,000,000-0.16 26,000,000-0.16"
,,"25,980,000-0.161 ]< >"
28375,BITENCT@EP1903B,"< >[ 20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.124 20,000,000-0.124"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 20,000,000-0.125"
,,"20,000,000-0.125 20,000,000-0.125 10,000,000-0.125"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 19,500,000-0.126 19,500,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.126"
,,"20,000,000-0.126 20,000,000-0.126 20,000,000-0.127"
,,"20,000,000-0.127 20,000,000-0.127 20,000,000-0.127"
,,"20,000,000-0.127 20,000,000-0.127 20,000,000-0.127"
,,"20,000,000-0.127 20,000,000-0.127 20,000,000-0.127"
,,"20,000,000-0.127 20,000,000-0.127 20,000,000-0.127"
,,"20,000,000-0.127 20,000,000-0.127 20,000,000-0.127"
,,"20,000,000-0.126 19,200,000-0.126 20,000,000-0.126"
,,"19,000,000-0.126 20,000,000-0.126 18,300,000-0.126 ]/-//"
,,"[ 20,000,000-0.128 20,000,000-0.128 18,460,000-0.128 ]"
,,< >
28408,HTPINAN@EP1903C,"< >[ ]/-//[ 5,000,000-0.175 5,000,000-0.175"
,,"5,000,000-0.175 5,000,000-0.175 5,000,000-0.175"
,,"5,000,000-0.175 5,000,000-0.175 5,000,000-0.175"
,,"5,000,000-0.177 5,000,000-0.177 5,000,000-0.177"
,,"5,000,000-0.177 ]< >"
28455,SG-HSI @EC1812J,"< >[ 10,000,000-0.265 ]/-//[ ]< >"
28466,SGTENCT@EC1902H,"< >[ 5,000,000-0.191 5,000,000-0.174 5,000,000-0.185 ]"
,,"/-//[ 3,000,000-0.17 2,900,000-0.173 3,000,000-0.185 ]"
,,< >
28513,JP-HSI @EC1903B,"< >[ 10,000,000-0.085 10,000,000-0.085 10,000,000-0.083"
,,"10,000,000-0.083 10,000,000-0.082 10,000,000-0.082"
,,"10,000,000-0.082 10,000,000-0.082 10,000,000-0.082"
,,"10,000,000-0.082 10,000,000-0.082 10,000,000-0.082"
,,"10,000,000-0.082 10,000,000-0.082 10,000,000-0.082"
,,"10,000,000-0.082 10,000,000-0.082 10,000,000-0.082"
,,"10,000,000-0.081 10,000,000-0.081 10,000,000-0.081"
,,"10,000,000-0.081 10,000,000-0.081 10,000,000-0.081"
,,"10,000,000-0.081 10,000,000-0.081 9,510,000-0.082"
,,"10,000,000-0.082 10,000,000-0.082 10,000,000-0.082"
,,"10,000,000-0.082 10,000,000-0.082 10,000,000-0.082"
,,"11,390,000-0.082 9,510,000-0.084 10,000,000-0.084"
,,"10,000,000-0.084 10,000,000-0.084 10,000,000-0.084"
,,"10,000,000-0.084 10,000,000-0.084 10,000,000-0.084"
,,"10,000,000-0.084 9,530,000-0.085 10,000,000-0.085"
,,"10,000,000-0.085 10,000,000-0.085 10,000,000-0.085"
,,"10,000,000-0.085 10,000,000-0.085 10,000,000-0.085"
,,"10,000,000-0.085 10,000,000-0.085 10,000,000-0.085 ]/-//"
,,[ ]< >
28515,JP-HSI @EC1902G,"< >[ 10,000,000-0.076 10,000,000-0.076 10,000,000-0.077"
,,"10,000,000-0.077 20,000,000-0.077 20,000,000-0.077"
,,"9,990,000-0.079 10,000,000-0.079 10,000,000-0.079"
,,"10,000,000-0.079 10,000,000-0.079 10,000,000-0.079"
,,"19,990,000-0.079 20,000,000-0.079 20,000,000-0.079"
,,"20,000,000-0.079 20,000,000-0.078 20,000,000-0.078"
,,"20,000,000-0.078 20,000,000-0.078 20,000,000-0.078"
,,"20,000,000-0.078 20,000,000-0.078 20,000,000-0.078"
,,"20,000,000-0.078 20,000,000-0.078 19,990,000-0.078"
,,"20,000,000-0.078 20,000,000-0.078 20,000,000-0.078"
,,"20,000,000-0.078 10,000,000-0.078 20,000,000-0.078"
,,"10,000,000-0.078 10,000,000-0.078 19,970,000-0.079"
,,"10,000,000-0.079 10,000,000-0.079 20,000,000-0.079"
,,"20,000,000-0.079 20,000,000-0.079 20,000,000-0.079"
,,"20,000,000-0.079 20,000,000-0.079 20,000,000-0.079"
,,"20,000,000-0.079 20,000,000-0.078 20,000,000-0.078"
,,"20,000,000-0.078 10,000,000-0.078 20,000,000-0.078"
,,"20,000,000-0.078 20,000,000-0.078 10,000,000-0.077"
,,"10,000,000-0.077 10,000,000-0.077 10,000,000-0.077"
,,"20,000,000-0.077 20,000,000-0.077 20,000,000-0.077"
,,"20,000,000-0.077 20,000,000-0.077 20,000,000-0.077"
,,"10,000,000-0.077 10,000,000-0.077 10,000,000-0.076"
,,"10,000,000-0.076 10,000,000-0.076 19,800,000-0.076"
,,"20,000,000-0.076 20,000,000-0.076 20,000,000-0.076"
,,"20,000,000-0.076 10,000,000-0.076 10,000,000-0.076"
,,"20,000,000-0.076 20,000,000-0.076 20,000,000-0.076"
,,"20,000,000-0.076 19,100,000-0.076 20,000,000-0.076"
,,"20,000,000-0.076 10,000,000-0.076 20,000,000-0.076"
,,"20,000,000-0.076 20,010,000-0.077 ]/-//["
,,"10,000,000-0.077 10,000,000-0.078 ]< >"
28557,JPTENCT@EC1902F,"< >[ 10,000,000-0.104 10,000,000-0.104 10,000,000-0.104"
,,"10,000,000-0.104 9,990,000-0.104 10,000,000-0.104"
,,"10,000,000-0.104 10,000,000-0.104 10,000,000-0.104"
,,"10,000,000-0.104 10,000,000-0.104 10,000,000-0.104"
,,"10,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"19,820,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 10,000,000-0.102 20,000,000-0.102"
,,"15,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"20,000,000-0.102 20,000,000-0.102 15,000,000-0.102"
,,"15,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 5,020,000-0.102 20,000,000-0.102"
,,"20,000,000-0.102 20,000,000-0.102 23,000,000-0.102"
,,"23,000,000-0.102 23,000,000-0.102 23,000,000-0.102"
,,"20,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"23,000,000-0.102 23,000,000-0.102 20,000,000-0.102"
,,"20,000,000-0.102 8,600,000-0.102 8,600,000-0.102"
,,"20,000,000-0.102 20,000,000-0.102 20,000,000-0.102"
,,"20,000,000-0.102 20,000,000-0.102 20,000,000-0.102"
,,"18,000,000-0.102 10,000,000-0.102 8,000,000-0.102"
,,"10,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"30,000,000-0.102 10,000,000-0.102 20,010,000-0.102"
,,"20,000,000-0.102 19,960,000-0.102 25,000,000-0.102"
,,"10,000,000-0.102 25,000,000-0.102 10,000,000-0.102"
,,"20,000,000-0.102 20,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 20,000,000-0.103 9,790,000-0.103"
,,"20,000,000-0.103 20,000,000-0.103 10,000,000-0.103"
,,"25,000,000-0.103 25,000,000-0.103 11,000,000-0.103"
,,"5,000,000-0.103 5,000,000-0.103 10,000,000-0.103"
,,"5,000,000-0.103 5,000,000-0.103 15,000,000-0.103"
,,"10,000,000-0.103 10,000,000-0.103 10,000,000-0.103"
,,"5,000,000-0.103 20,010,000-0.103 20,000,000-0.102"
,,"20,470,000-0.102 20,000,000-0.102 10,000,000-0.102"
,,"10,000,000-0.102 23,000,000-0.102 20,000,000-0.102"
,,"10,000,000-0.102 5,000,000-0.102 5,000,000-0.102"
,,"23,000,000-0.102 10,000,000-0.102 10,000,000-0.102"
,,"20,100,000-0.102 20,000,000-0.097 20,000,000-0.097"
,,"20,000,000-0.097 20,000,000-0.097 20,000,000-0.097"
,,"20,000,000-0.097 20,000,000-0.097 20,000,000-0.097"
,,"20,000,000-0.097 20,000,000-0.098 25,000,000-0.098"
,,"25,010,000-0.098 20,000,000-0.098 20,000,000-0.098"
,,"10,000,000-0.098 9,500,000-0.098 25,000,000-0.098"
,,"10,000,000-0.098 25,010,000-0.098 10,000,000-0.098"
,,"15,000,000-0.098 20,000,000-0.098 20,000,000-0.098"
,,"20,000,000-0.098 10,010,000-0.098 10,000,000-0.098"
,,"25,000,000-0.098 25,010,000-0.098 10,000,000-0.098"
,,"20,000,000-0.098 25,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 15,000,000-0.098 10,000,000-0.098"
,,"15,000,000-0.098 14,700,000-0.098 15,000,000-0.098"
,,"10,000,000-0.098 25,000,000-0.098 20,000,000-0.098"
,,"20,000,000-0.098 10,000,000-0.098 10,000,000-0.096"
,,"25,000,000-0.096 25,020,000-0.096 20,000,000-0.096"
,,"20,000,000-0.096 19,510,000-0.095 22,000,000-0.095"
,,"20,000,000-0.095 20,000,000-0.095 20,000,000-0.095"
,,"10,000,000-0.095 10,000,000-0.095 10,000,000-0.095"
,,"10,000,000-0.095 10,000,000-0.095 15,000,000-0.095"
,,"10,000,000-0.095 10,000,000-0.095 10,000,000-0.095"
,,"10,000,000-0.095 10,000,000-0.094 20,000,000-0.094"
,,"10,940,000-0.094 8,990,000-0.094 19,940,000-0.094"
,,"20,000,000-0.093 10,000,000-0.093 10,000,000-0.093"
,,"20,000,000-0.094 7,490,000-0.094 5,990,000-0.094"
,,"10,000,000-0.096 10,000,000-0.096 10,000,000-0.096"
,,"9,420,000-0.096 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
,,"10,000,000-0.098 10,000,000-0.098 10,000,000-0.098"
